idA,idP,first_author
a10141271600,865,False
a6506328689,865,False
a15044701600,865,False
a35578275000,865,False
a26658095100,866,True
a56362659400,866,False
a57193867023,866,False
a6506736843,866,False
a8660143800,866,False
a56913378600,867,True
a56086163900,867,False
a57191407630,867,False
a7006441571,867,False
a7403218372,867,False
a57201909948,868,True
a35344727500,868,False
a35408719100,868,False
a55807632000,868,False
a7005513246,868,False
a7003663333,869,True
a57194116428,869,False
a55932655400,869,False
a6701753933,870,True
a55722439300,870,False
a9942259800,870,False
a56559548600,871,True
a7102857304,871,False
a6507743831,872,True
a57200884469,872,False
a18535712500,872,False
a8624941100,872,False
a57191616632,873,True
a57200884469,873,False
a18535712500,873,False
a7202713087,873,False
a57197765353,874,True
a7004300863,874,False
a35994294500,874,False
a24758929200,874,False
a57202394793,875,True
a56587519900,875,False
a12797217700,876,True
a6602247507,876,False
a7403218372,876,False
a25628175700,876,False
a6602191934,877,True
a57193878725,877,False
a7004507225,877,False
a7201511283,877,False
a26427694400,878,True
a37113017300,878,False
a57190256209,878,False
a16313800700,878,False
a55919211300,878,False
a55315026400,879,True
a57209165874,879,False
a7202842875,879,False
a57193807582,879,False
a57194008450,879,False
a9277159100,879,False
a57193811936,879,False
a26538762200,880,True
a7003702751,880,False
a16178649400,880,False
a9636293200,880,False
a57192710054,881,True
a6701720294,881,False
a57211516485,881,False
a57202040530,881,False
a23006267900,881,False
a7004002400,882,True
a7202361029,882,False
a7007170899,882,False
a7005725911,882,False
a55812232700,883,True
a56024800300,883,False
a7006253705,883,False
a57203269936,883,False
a57191587072,884,True
a57191570988,884,False
a24295291100,884,False
a12142543700,884,False
a7003587356,884,False
a57195340095,884,False
a7004495126,884,False
a12778890800,884,False
a18535712500,885,True
a7402648240,885,False
a35380198000,885,False
a57200884469,885,False
a57200723881,885,False
a7202083837,886,True
a57126129700,886,False
a57125618000,886,False
a57192908187,886,False
a7003868048,886,False
a36987999600,886,False
a6603263001,886,False
a26325009000,886,False
a7003498769,886,False
a55710750200,886,False
a57200884469,887,True
a18535712500,887,False
a57203221999,887,False
a57193533805,887,False
a23983490300,887,False
a57200730646,887,False
a56316070300,888,True
a37057761700,888,False
a35792700800,888,False
a16053936800,888,False
a16178649400,888,False
a56830082600,888,False
a7201389702,889,True
a7401698226,889,False
a8702836000,889,False
a7005306331,889,False
a7102554886,889,False
a35854537900,889,False
